1.0     2.4506766816667636E-004     1.7520273681848053E-005
1.5     1.8708132551596732E-003     2.4690567383027034E-004
2.0     8.2748675454309417E-003     0.35683577519601650
2.1     9.4847339182041294E-003     0.36372850560743381 
2.2     1.0681601046708717E-002     0.29928621858251403
2.3     1.3065920958133853E-002     0.24756325904258047 
2.4     1.2961363207530016E-002     0.19209128820561314
2.5     1.0964269740709725E-002     0.14273665606036193
3.0     4.4582337311478053E-003     3.8938279581071537E-002
3.5     2.5508298435837338E-003     1.8070220419568812E-002
4.0     1.7303532687603998E-003     1.0877044731471565E-002
