2599.9351	75.4294
2600.0557	75.4827
2600.1760	75.4887
2600.2966	75.4275
2600.4172	75.322
2600.5376	75.214
2600.6582	75.1389
2600.7788	75.1149
2600.8994	75.1442
2601.0198	75.2133
2601.1404	75.2909
2601.2610	75.3355
2601.3813	75.3168
2601.5020	75.2376
2601.6226	75.1357
2601.7429	75.0597
2601.8635	75.038
2601.9841	75.0651
2602.1045	75.1146
2602.2251	75.1619
2602.3457	75.196
2602.4661	75.214
2602.5867	75.2111
2602.7073	75.1807
2602.8279	75.1251
2602.9482	75.0644
2603.0688	75.0318
2603.1895	75.0565
2603.3098	75.1468
2603.4304	75.2809
2603.5510	75.4097
2603.6714	75.4755
2603.7920	75.4406
2603.9126	75.3122
2604.0330	75.1447
2604.1536	75.0131
2604.2742	74.9674
2604.3945	75.0003
2604.5151	75.0542
2604.6357	75.0673
2604.7563	75.0204
2604.8767	74.9461
2604.9973	74.8975
2605.1179	74.907
2605.2383	74.9674
2605.3589	75.0455
2605.4795	75.1075
2605.5999	75.134
2605.7205	75.1208
2605.8411	75.0771
2605.9614	75.0268
2606.0820	75.0039
2606.2026	75.0334
2606.3230	75.1104
2606.4436	75.1967
2606.5642	75.2442
2606.6848	75.2277
2606.8052	75.1612
2606.9258	75.0857
2607.0464	75.0417
2607.1667	75.0524
2607.2874	75.119
2607.4080	75.2218
2607.5283	75.3217
2607.6489	75.3734
2607.7695	75.3521
2607.8899	75.2778
2608.0105	75.2076
2608.1311	75.1897
2608.2515	75.2159
2608.3721	75.223
2608.4927	75.1539
2608.6133	75.0227
2608.7336	74.9154
2608.8542	74.9165
2608.9749	75.0274
2609.0952	75.1556
2609.2158	75.1941
2609.3364	75.1168
2609.4568	74.9962
2609.5774	74.9281
2609.6980	74.9424
2609.8184	74.987
2609.9390	74.992
2610.0596	74.9461
2610.1799	74.9062
2610.3005	74.9334
2610.4211	75.0269
2610.5417	75.1214
2610.6621	75.1487
2610.7827	75.0965
2610.9033	75.0121
2611.0237	74.9519
2611.1443	74.9327
2611.2649	74.928
2611.3853	74.9069
2611.5059	74.8681
2611.6265	74.8395
2611.7468	74.8472
2611.8674	74.8888
2611.9880	74.9337
2612.1084	74.9485
2612.2290	74.9238
2612.3496	74.8815
2612.4702	74.8598
2612.5906	74.8875
2612.7112	74.9638
2612.8318	75.057
2612.9521	75.1213
2613.0728	75.1234
2613.1934	75.0606
2613.3137	74.9597
2613.4343	74.8601
2613.5549	74.7953
2613.6753	74.7812
2613.7959	74.813
2613.9165	74.8688
2614.0369	74.9175
2614.1575	74.9333
2614.2781	74.9117
2614.3987	74.8746
2614.5190	74.8547
2614.6396	74.8677
2614.7603	74.898
2614.8806	74.9123
2615.0012	74.8921
2615.1218	74.8546
2615.2422	74.8398
2615.3628	74.8759
2615.4834	74.953
2615.6038	75.0297
2615.7244	75.0627
2615.8450	75.034
2615.9653	74.9572
2616.0859	74.8672
2616.2065	74.8016
2616.3271	74.7824
2616.4475	74.8013
2616.5681	74.8169
2616.6887	74.7762
2616.8091	74.6581
2616.9297	74.5034
2617.0503	74.3969
2617.1707	74.4019
2617.2913	74.5013
2617.4119	74.605
2617.5322	74.6251
2617.6528	74.5544
2617.7734	74.4716
2617.8938	74.4679
2618.0144	74.5641
2618.1350	74.698
2618.2556	74.7873
2618.3760	74.8042
2618.4966	74.7876
2618.6172	74.7892
2618.7375	74.8176
2618.8582	74.8365
2618.9788	74.8115
2619.0991	74.7501
2619.2197	74.6938
2619.3403	74.678
2619.4607	74.703
2619.5813	74.7416
2619.7019	74.7646
2619.8223	74.758
2619.9429	74.7217
2620.0635	74.6666
2620.1841	74.6155
2620.3044	74.597
2620.4250	74.6245
2620.5457	74.678
2620.6660	74.7142
2620.7866	74.7059
2620.9072	74.6713
2621.0276	74.6554
2621.1482	74.678
2621.2688	74.7046
2621.3892	74.6808
2621.5098	74.5965
2621.6304	74.508
2621.7507	74.4852
2621.8713	74.5341
2621.9919	74.5821
2622.1125	74.5487
2622.2329	74.4325
2622.3535	74.3207
2622.4741	74.304
2622.5945	74.3839
2622.7151	74.4719
2622.8357	74.48
2622.9561	74.4086
2623.0767	74.3394
2623.1973	74.3412
2623.3176	74.3852
2623.4382	74.3566
2623.5588	74.1548
2623.6792	73.7908
2623.7998	73.3986
2623.9204	73.1534
2624.0410	73.1614
2624.1614	73.397
2624.2820	73.7264
2624.4026	73.9944
2624.5229	74.1173
2624.6436	74.1251
2624.7642	74.1219
2624.8845	74.1759
2625.0051	74.2164
2625.1257	74.045
2625.2461	73.4883
2625.3667	72.5901
2625.4873	71.6817
2625.6077	71.2239
2625.7283	71.4853
2625.8489	72.3232
2625.9695	73.2904
2626.0898	73.9632
2626.2104	74.2008
2626.3311	74.1581
2626.4514	74.0898
2626.5720	74.1293
2626.6926	74.2262
2626.8130	74.262
2626.9336	74.1961
2627.0542	74.0984
2627.1746	74.0632
2627.2952	74.1128
2627.4158	74.1888
2627.5361	74.2205
2627.6567	74.1866
2627.7773	74.1151
2627.8979	74.0425
2628.0183	73.9865
2628.1389	73.9523
2628.2595	73.9445
2628.3799	73.9603
2628.5005	73.9782
2628.6211	73.9715
2628.7415	73.9422
2628.8621	73.9349
2628.9827	74.0006
2629.1030	74.1372
2629.2236	74.2716
2629.3442	74.3112
2629.4646	74.2237
2629.5852	74.0675
2629.7058	73.9414
2629.8264	73.9033
2629.9468	73.9322
2630.0674	73.9617
2630.1880	73.9457
2630.3083	73.8938
2630.4290	73.8529
2630.5496	73.866
2630.6699	73.9476
2630.7905	74.0821
2630.9111	74.2332
2631.0315	74.3514
2631.1521	74.3904
2631.2727	74.3336
2631.3931	74.2137
2631.5137	74.0974
2631.6343	74.0391
2631.7549	74.0408
2631.8752	74.0571
2631.9958	74.044
2632.1165	74.0035
2632.2368	73.9781
2632.3574	74.001
2632.4780	74.0568
2632.5984	74.0954
2632.7190	74.0852
2632.8396	74.0488
2632.9600	74.042
2633.0806	74.0937
2633.2012	74.1693
2633.3215	74.1934
2633.4421	74.1148
2633.5627	73.9555
2633.6833	73.802
2633.8037	73.7464
2633.9243	73.8272
2634.0449	74.0082
2634.1653	74.2021
2634.2859	74.3176
2634.4065	74.3064
2634.5269	74.1856
2634.6475	74.0279
2634.7681	73.9217
2634.8884	73.9193
2635.0090	74.0056
2635.1296	74.1092
2635.2500	74.154
2635.3706	74.1109
2635.4912	74.011
2635.6118	73.9127
2635.7322	73.8566
2635.8528	73.8448
2635.9734	73.8571
2636.0938	73.88
2636.2144	73.9176
2636.3350	73.9786
2636.4553	74.0573
2636.5759	74.1325
2636.6965	74.1813
2636.8169	74.1921
2636.9375	74.1623
2637.0581	74.09
2637.1785	73.9744
2637.2991	73.8285
2637.4197	73.6856
2637.5403	73.5858
2637.6606	73.5505
2637.7813	73.5697
2637.9019	73.6155
2638.0222	73.6688
2638.1428	73.7319
2638.2634	73.8126
2638.3838	73.8998
2638.5044	73.9621
2638.6250	73.9747
2638.7454	73.9492
2638.8660	73.9291
2638.9866	73.9493
2639.1069	73.9981
2639.2275	74.0221
2639.3481	73.9745
2639.4688	73.8641
2639.5891	73.7559
2639.7097	73.7218
2639.8303	73.7828
2639.9507	73.8944
2640.0713	73.9851
2640.1919	74.0139
2640.3123	73.9958
2640.4329	73.9773
2640.5535	73.9909
2640.6738	74.0265
2640.7944	74.0435
2640.9150	74.0083
2641.0354	73.923
2641.1560	73.8231
2641.2766	73.7495
2641.3972	73.7197
2641.5176	73.7194
2641.6382	73.7215
2641.7588	73.7148
2641.8792	73.714
2641.9998	73.7393
2642.1204	73.7831
2642.2407	73.7995
2642.3613	73.7356
2642.4819	73.5856
2642.6023	73.4145
2642.7229	73.3221
2642.8435	73.3664
2642.9639	73.5136
2643.0845	73.6603
2643.2051	73.7117
2643.3257	73.6525
2643.4460	73.5512
2643.5667	73.4948
2643.6873	73.5176
2643.8076	73.5867
2643.9282	73.6488
2644.0488	73.6834
2644.1692	73.7117
2644.2898	73.7574
2644.4104	73.8064
2644.5308	73.8105
2644.6514	73.7326
2644.7720	73.5898
2644.8923	73.451
2645.0129	73.3865
2645.1335	73.414
2645.2542	73.484
2645.3745	73.5187
2645.4951	73.4733
2645.6157	73.3714
2645.7361	73.2872
2645.8567	73.2836
2645.9773	73.3582
2646.0977	73.4407
2646.2183	73.4503
2646.3389	73.3668
2646.4592	73.2542
2646.5798	73.2094
2646.7004	73.2784
2646.8208	73.4139
2646.9414	73.5139
2647.0620	73.5076
2647.1826	73.4111
2647.3030	73.3038
2647.4236	73.254
2647.5442	73.2679
2647.6646	73.3049
2647.7852	73.3292
2647.9058	73.3386
2648.0261	73.3465
2648.1467	73.3485
2648.2673	73.3211
2648.3877	73.2538
2648.5083	73.1716
2648.6289	73.1151
2648.7493	73.0982
2648.8699	73.0951
2648.9905	73.0771
2649.1111	73.056
2649.2314	73.0749
2649.3521	73.1413
2649.4727	73.1679
2649.5930	72.9985
2649.7136	72.5177
2649.8342	71.7644
2649.9546	70.9657
2650.0752	70.4535
2650.1958	70.4895
2650.3162	71.0954
2650.4368	72.0163
2650.5574	72.8555
2650.6777	73.2961
2650.7983	73.2818
2650.9189	73.0401
2651.0396	72.8978
2651.1599	72.9781
2651.2805	73.0251
2651.4011	72.5535
2651.5215	71.2538
2651.6421	69.3546
2651.7627	67.6506
2651.8831	67.068
2652.0037	67.9773
2652.1243	69.8756
2652.2446	71.8054
2652.3652	73.0373
2652.4858	73.4197
2652.6062	73.2744
2652.7268	73.035
2652.8474	72.9241
2652.9680	72.9051
2653.0884	72.8662
2653.2090	72.792
2653.3296	72.7601
2653.4500	72.824
2653.5706	72.9417
2653.6912	73.029
2653.8115	73.0553
2653.9321	73.06
2654.0527	73.0825
2654.1731	73.0996
2654.2937	73.0487
2654.4143	72.9073
2654.5347	72.731
2654.6553	72.6045
2654.7759	72.5646
2654.8965	72.5801
2655.0168	72.6039
2655.1375	72.6284
2655.2581	72.6824
2655.3784	72.7802
2655.4990	72.8925
2655.6196	72.9744
2655.7400	73.0111
2655.8606	73.0216
2655.9812	73.0194
2656.1016	72.984
2656.2222	72.8879
2656.3428	72.7517
2656.4631	72.6551
2656.5837	72.6775
2656.7043	72.8215
2656.8250	73.0038
2656.9453	73.1275
2657.0659	73.1651
2657.1865	73.1678
2657.3069	73.1977
2657.4275	73.2567
2657.5481	73.2881
2657.6685	73.2458
2657.7891	73.1552
2657.9097	73.0996
2658.0300	73.1432
2658.1506	73.2667
2658.2712	73.3766
2658.3916	73.3785
2658.5122	73.2476
2658.6328	73.0401
2658.7534	72.8455
2658.8738	72.7262
2658.9944	72.6922
2659.1150	72.7197
2659.2354	72.7865
2659.3560	72.8897
2659.4766	73.0323
2659.5969	73.1946
2659.7175	73.3258
2659.8381	73.3702
2659.9585	73.3128
2660.0791	73.1996
2660.1997	73.11
2660.3201	73.0993
2660.4407	73.1624
2660.5613	73.2487
2660.6819	73.3145
2660.8022	73.3585
2660.9229	73.4079
2661.0435	73.4737
2661.1638	73.527
2661.2844	73.5219
2661.4050	73.4411
2661.5254	73.3142
2661.6460	73.1901
2661.7666	73.0967
2661.8870	73.031
2662.0076	72.9851
2662.1282	72.9711
2662.2485	73.0135
2662.3691	73.117
2662.4897	73.2482
2662.6104	73.3537
2662.7307	73.3973
2662.8513	73.3769
